상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA0101202302A0083961,천씨씨커피단계이화점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130660,무실동,5113011000,단계동,5.11301100010924E+018,1,대지,924,9,강원특별자치도 원주시 단계동 924-9,511304457648,강원특별자치도 원주시 한지공원길,200,,4213011000109240009023720,,강원특별자치도 원주시 한지공원길 200,220939,26474,,1,,127.93253133726,37.337950392015
MA0101202302A0086975,에프앤비파트너스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110310,동면,5111031023,동면,5.11103102310144E+018,1,대지,144,16,강원특별자치도 춘천시 동면 장학리 144-16,511102218001,강원특별자치도 춘천시 동면 순환대로,1154,97,4211031023101440016056696,,강원특별자치도 춘천시 동면 순환대로 1154-97,200853,24212,,,,127.77647061976,37.891402569187
MA0101202302A0022048,컴포즈커피춘천,후평점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110611,후평3동,5111012000,후평동,5.111012000107E+018,1,대지,700,5,강원특별자치도 춘천시 후평동 700-5,511103218049,강원특별자치도 춘천시 후석로,318,,4211012000107000005000001,,강원특별자치도 춘천시 후석로 318,200956,24304,,,,127.75048576797,37.879510863127
MA0101202302A0097666,크로플덕오리아가씨,속초점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210570,노학동,5121010600,교동,5.12101060010656E+018,1,대지,656,13,강원특별자치도 속초시 교동 656-13,512103223002,강원특별자치도 속초시 교동로,23,,4221010600106560013016524,,강원특별자치도 속초시 교동로 23,217803,24846,,1,,128.57916556939,38.201321219231
MA0101202302A0077597,겨루,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110580,소양동,5111011400,소양로2가,5.11101140010152E+018,1,대지,152,5,강원특별자치도 춘천시 소양로2가 152-5,511104454410,강원특별자치도 춘천시 소양고개길,12,1,4211011400101520005013564,,강원특별자치도 춘천시 소양고개길 12-1,200112,24272,,1,,127.72477635779,37.884427242813
MA0101202302A0112409,태양다방,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51820,고성군,51820310,현내면,5182031021,현내면,5.18203102110127E+018,1,대지,127,12,강원특별자치도 고성군 현내면 대진리 127-12,518203234022,강원특별자치도 고성군 현내면 한나루로,126,1,4282031021101270013003273,초양다방,강원특별자치도 고성군 현내면 한나루로 126-1,219811,24703,,,,128.42483644208,38.499277155939
MA0101202302A0094919,태양다방,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51800,양구군,51800250,양구읍,5180025021,양구읍,5.18002502110227E+018,1,대지,227,91,강원특별자치도 양구군 양구읍 상리 227-91,518004496102,강원특별자치도 양구군 양구읍 중앙길,42,,4280025021002270091007664,,강원특별자치도 양구군 양구읍 중앙길 42,255804,24532,,,,127.98889071794,38.105577583363
MA0101202301A0022730,하랑,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51790,화천군,51790340,사내면,5179034025,사내면,5.17903402510679E+018,1,대지,679,3,강원특별자치도 화천군 사내면 삼일리 679-3,517904493077,강원특별자치도 화천군 사내면 수밀리길,24,1,4279034025106800001000001,,강원특별자치도 화천군 사내면 수밀리길 24-1,209835,24160,,2,,127.50789722407,38.05876832568
MA0101202301A0074298,컴포즈커피원주관설,홈플러스점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130675,반곡관설동,5113011600,관설동,5.11301160011702E+018,1,대지,1702,5,강원특별자치도 원주시 관설동 1702-5,511304457092,강원특별자치도 원주시 나비허리길,168,,4213011600117020005000829,,강원특별자치도 원주시 나비허리길 168,220934,26471,,,,127.96541541352,37.31841037446
MA0101202301A0004474,크림앤슈가,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51720,홍천군,51720250,홍천읍,5172025024,홍천읍,5.17202502410076E+018,1,대지,76,12,강원특별자치도 홍천군 홍천읍 갈마곡리 76-12,517204475154,강원특별자치도 홍천군 홍천읍 닭바위1길,68,,4272025024100760012000001,,강원특별자치도 홍천군 홍천읍 닭바위1길 68,250801,25129,,,,127.90282785775,37.695390512153
MA0101202301A0008598,꽃다방,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51150,강릉시,51150250,주문진읍,5115025022,주문진읍,5.11502502210116E+018,1,대지,116,8,강원특별자치도 강릉시 주문진읍 교항리 116-8,511503220039,강원특별자치도 강릉시 주문진읍 주문로,13,,4215025022101160008031878,,강원특별자치도 강릉시 주문진읍 주문로 13,210801,25419,,2,,128.82504504895,37.885002512403
MA0101202301A0006261,파라볼레카페원주행구동점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130650,행구동,5113011400,행구동,5.11301140011713E+018,1,대지,1713,32,강원특별자치도 원주시 행구동 1713-32,511304457431,강원특별자치도 원주시 영랑길,13,,4213011400117130032000001,,강원특별자치도 원주시 영랑길 13,220160,26456,,1,,127.97247010531,37.341165378216
MA0101202301A0009691,카페0396,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51830,양양군,51830250,양양읍,5183025021,양양읍,5.18302502110192E+018,1,대지,192,2,강원특별자치도 양양군 양양읍 남문리 192-2,518303235006,강원특별자치도 양양군 양양읍 남문로,17,,4283025021101920002016801,,강원특별자치도 양양군 양양읍 남문로 17,215806,25029,,1,,128.62030469401,38.073523594073
MA0101202301A0082554,카페온에어,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110675,강남동,5111012100,온의동,5.11101210010581E+018,1,대지,581,,강원특별자치도 춘천시 온의동 581,511104454247,강원특별자치도 춘천시 방송길,109,,4211012300107390005000006,KBS춘천방송총국,강원특별자치도 춘천시 방송길 109,200717,24363,,1,,127.72157691227,37.867606531912
MA0101202301A0085375,밀키블루스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210570,노학동,5121010600,교동,5.12101060010908E+018,1,대지,908,12,강원특별자치도 속초시 교동 908-12,512104469047,강원특별자치도 속초시 만천7길,15,,4221010600109080012012314,,강원특별자치도 속초시 만천7길 15,217806,24847,,,,128.57749184815,38.20046453238
MA0101202301A0057602,시만차,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150560,교2동,5115011000,교동,5.11501100010162E+018,1,대지,162,248,강원특별자치도 강릉시 교동 162-248,511503220034,강원특별자치도 강릉시 임영로,192,,4215011000101620046012909,,강원특별자치도 강릉시 임영로 192,210920,25503,,2,,128.89192113971,37.758219974875
MA0101202301A0022916,하이오션카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150665,경포동,5115013800,안현동,5.11501380010094E+018,1,대지,94,143,강원특별자치도 강릉시 안현동 94-143,511503220002,강원특별자치도 강릉시 경포로,489,6,4215013800100940143017520,,강원특별자치도 강릉시 경포로 489-6,210380,25460,,2,,128.90472462428,37.804020202013
MA0101202301A0022880,원다방,,I2,음식,I212,비알코올 ,I21201,카페,I56111,한식 일반 음식점업,51,강원특별자치도,51750,영월군,51750360,주천면,5175036021,주천면,5.17503602111265E+018,1,대지,1265,2,강원특별자치도 영월군 주천면 주천리 1265-2,517503227019,강원특별자치도 영월군 주천면 주천로,84,,4275036021112650002010566,,강원특별자치도 영월군 주천면 주천로 84,230854,26203,,1,,128.26805169601,37.270640966583
MA0101202301A0008510,우주인무인카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51780,철원군,51780256,갈말읍,5178025622,갈말읍,5.17802562210111E+018,1,대지,111,2,강원특별자치도 철원군 갈말읍 지포리 111-2,517804490112,강원특별자치도 철원군 갈말읍 명성로125번길,4,,4278025622101110001032906,르노삼성자동차서비스센터갈말점,강원특별자치도 철원군 갈말읍 명성로125번길 4,269802,24045,,,,127.30721645805,38.143097789334
MA0101202302A0055947,플러스마이너스커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110350,서면,5111035023,서면,5.11103502310123E+018,1,대지,123,,강원특별자치도 춘천시 서면 신매리 123,511103218011,강원특별자치도 춘천시 서면 박사로,1194,,4211035023101230000034392,,강원특별자치도 춘천시 서면 박사로 1194,200835,24460,,2,,127.71092101029,37.915677604549
MA0101202303A0023601,가배,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130660,무실동,5113011000,단계동,5.11301100010898E+018,1,대지,898,7,강원특별자치도 원주시 단계동 898-7,511304457505,강원특별자치도 원주시 이화4길,73,,4213011000108980007000001,,강원특별자치도 원주시 이화4길 73,220939,26474,,1,,127.93349746209,37.342988161602
MA0101202302A0041348,카페코지,,I2,음식,I212,비알코올 ,I21201,카페,I56219,기타 주점업,51,강원특별자치도,51820,고성군,51820250,간성읍,5182025021,간성읍,5.18202502110018E+018,1,대지,18,1,강원특별자치도 고성군 간성읍 하리 18-1,518203234001,강원특별자치도 고성군 간성읍 간성로,66,,4282025021100180001000737,요거프레소,강원특별자치도 고성군 간성읍 간성로 66,219801,24735,,,,128.46770880166,38.379613525929
MA0101202303A0003376,마으미,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210510,영랑동,5121011300,장사동,5.12101130010564E+018,1,대지,564,,강원특별자치도 속초시 장사동 564,512104469192,강원특별자치도 속초시 장사항해안길,51,,4221011300105640000016893,,강원특별자치도 속초시 장사항해안길 51,217010,24804,,,,128.5879164334,38.226081363048
MA0101202303A0000225,대화면도시재생주민협의회,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51760,평창군,51760330,대화면,5176033021,대화면,5.17603302110967E+018,1,대지,967,3,강원특별자치도 평창군 대화면 대화리 967-3,517603228008,강원특별자치도 평창군 대화면 대화중앙로,99,,4276033021109670003007069,,강원특별자치도 평창군 대화면 대화중앙로 99,232912,25359,,,,128.45534542698,37.497767508574
MA0101202302A0058266,파우제,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51820,고성군,51820330,토성면,5182033023,토성면,5.18203302310158E+018,1,대지,158,,강원특별자치도 고성군 토성면 아야진리 158,518204502460,강원특별자치도 고성군 토성면 아야진길,61,1,4282033023101580000012933,,강원특별자치도 고성군 토성면 아야진길 61-1,219833,24756,,1,,128.55474310663,38.273435274962
MA0101202303A0000054,모멘도르,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130330,지정면,5113033026,지정면,5.11303302610067E+018,1,대지,67,,강원특별자치도 원주시 지정면 월송리 67,511303219034,강원특별자치도 원주시 지정면 송정로,192,,4213033026100670000000001,,강원특별자치도 원주시 지정면 송정로 192,220821,26358,,1,,127.87125386003,37.395300207393
MA0101202303A0062743,서저울,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51810,인제군,51810320,북면,5181032021,북면,5.18103202110856E+018,1,대지,856,2,강원특별자치도 인제군 북면 원통리 856-2,518103233019,강원특별자치도 인제군 북면 원통로,36,,4281032021108560002000001,,강원특별자치도 인제군 북면 원통로 36,252822,24621,,,,128.19769093263,38.111709762521
MA0101202303A0068728,컴포즈커피춘천,퇴계점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110660,퇴계동,5111012300,퇴계동,5.11101230011163E+018,1,대지,1163,2,강원특별자치도 춘천시 퇴계동 1163-2,511103218047,강원특별자치도 춘천시 효자로,3,,4211012300100000000000101,,강원특별자치도 춘천시 효자로 3,200943,24367,,1,,127.72580234493,37.865264759436
MA0101202303A0077052,바나프레소속초,중앙로점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210540,금호동,5121010400,금호동,5.12101040010473E+018,1,대지,473,188,강원특별자치도 속초시 금호동 473-188,512103223025,강원특별자치도 속초시 중앙로,123,1,4221010400104730188015855,,강원특별자치도 속초시 중앙로 123-1,217807,24835,,,,128.58956618747,38.20264793708
MA0101202303A0111182,무야,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110310,동면,5111031025,동면,5.11103102510019E+018,1,대지,19,2,강원특별자치도 춘천시 동면 월곡리 19-2,511104454102,강원특별자치도 춘천시 동면 금옥길,288,1,4211031025100190002000001,,강원특별자치도 춘천시 동면 금옥길 288-1,200853,24211,,1,,127.80799099612,37.924922257053
MA0101202303A0093595,레이지타임,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110660,퇴계동,5111012300,퇴계동,5.11101230010873E+018,1,대지,873,5,강원특별자치도 춘천시 퇴계동 873-5,511104454705,강원특별자치도 춘천시 충혼길,10,,4211012300108730005000245,,강원특별자치도 춘천시 충혼길 10,200944,24440,,1,,127.72287771529,37.863212574374
MA0101202303A0058747,일레븐커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51810,인제군,51810250,인제읍,5181025021,인제읍,5.18102502110376E+018,1,대지,376,11,강원특별자치도 인제군 인제읍 상동리 376-11,518103233020,강원특별자치도 인제군 인제읍 인제로,215,,4281025021003760011009437,,강원특별자치도 인제군 인제읍 인제로 215,252806,24631,,1,,128.17379290094,38.070076438469
MA0101202303A0089417,이디야커피문막동화점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130250,문막읍,5113025022,문막읍,5.11302502211534E+018,1,대지,1534,3,강원특별자치도 원주시 문막읍 동화리 1534-3,511303219037,강원특별자치도 원주시 문막읍 왕건로,81,,4213025022115340003000001,동화빌딩,강원특별자치도 원주시 문막읍 왕건로 81,220801,26367,,1,,127.82910125622,37.32669943193
MA0101202303A0097501,봄이,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150615,강남동,5115012100,노암동,5.11501210010708E+018,1,대지,708,2,강원특별자치도 강릉시 노암동 708-2,511503220034,강원특별자치도 강릉시 임영로,60,,4215012100107080002029159,,강원특별자치도 강릉시 임영로 60,210932,25587,,1,,128.89708552914,37.747936158012
MA0101202303A0082097,메가엠지씨커피인제신남점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51810,인제군,51810310,남면,5181031021,남면,5.18103102110541E+018,1,대지,541,1,강원특별자치도 인제군 남면 신남리 541-1,518103233016,강원특별자치도 인제군 남면 신남로,28,,4281031021105410001000001,,강원특별자치도 인제군 남면 신남로 28,252815,24650,,,,128.07782077653,37.96585134435
MA0101202303A0079150,문막다방,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51130,원주시,51130250,문막읍,5113025021,문막읍,5.11302502110238E+018,1,대지,238,1,강원특별자치도 원주시 문막읍 문막리 238-1,511304457223,강원특별자치도 원주시 문막읍 문막시장1길,54,,4213025021102380001025078,,강원특별자치도 원주시 문막읍 문막시장1길 54,220806,26373,,,,127.81588286587,37.305566459454
MA0101202303A0080654,솔란데,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51170,동해시,51170520,송정동,5117010300,송정동,5.11701030010848E+018,1,대지,848,46,강원특별자치도 동해시 송정동 848-46,511704463076,강원특별자치도 동해시 동해역길,76,2,4217010300108480046000001,,강원특별자치도 동해시 동해역길 76-2,240806,25786,,1,,129.1245213756,37.498573099982
MA0101202303A0122007,캠프롱카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130620,태장2동,5113011200,태장동,5.11301120011351E+018,1,대지,1351,,강원특별자치도 원주시 태장동 1351,511304457294,강원특별자치도 원주시 북원로2738번길,7,3,4213011200113510000012756,,강원특별자치도 원주시 북원로2738번길 7-3,220962,26316,,1,,127.94930193964,37.388123547634
MA0101202303A0078465,나따오비까위드오므파탈,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110650,석사동,5111012400,석사동,5.11101240010429E+018,1,대지,429,5,강원특별자치도 춘천시 석사동 429-5,511103218003,강원특별자치도 춘천시 공지로,162,1,4211012400104290005016227,,강원특별자치도 춘천시 공지로 162-1,200934,24327,,1,,127.74491373076,37.860261939348
MA0101202303A0070254,메가엠지씨커피인제현리점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51810,인제군,51810330,기린면,5181033021,기린면,5.18103302110651E+018,1,대지,651,12,강원특별자치도 인제군 기린면 현리 651-12,518103013018,강원특별자치도 인제군 기린면 내린천로,4018,,4281033021006440012002945,,강원특별자치도 인제군 기린면 내린천로 4018,252845,24659,,,,128.31691279826,37.954962436464
MA0101202303A0103421,카페그리다,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110310,동면,5111031023,동면,5.11103102311001E+018,1,대지,1001,7,강원특별자치도 춘천시 동면 장학리 1001-7,511104848091,강원특별자치도 춘천시 동면 춘천로449번길,15,5,4211031023110010007000001,,강원특별자치도 춘천시 동면 춘천로449번길 15-5,200853,24209,,1,,127.75373681915,37.893204312431
MA0101202303A0121256,커피하우스코지,,I2,음식,I212,비알코올 ,I21201,카페,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",51,강원특별자치도,51130,원주시,51130550,단구동,5113010700,단구동,5.1130107001071E+018,1,대지,710,7,강원특별자치도 원주시 단구동 710-7,511303219054,강원특별자치도 원주시 치악로,1625,2,4213010700107100007000001,,강원특별자치도 원주시 치악로 1625-2,220942,26450,,,,127.95943047403,37.327879202474
MA0101202303A0100704,카페던,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130250,문막읍,5113025022,문막읍,5.11302502211068E+018,1,대지,1068,,강원특별자치도 원주시 문막읍 동화리 1068,511303219037,강원특별자치도 원주시 문막읍 왕건로,139,,4213025022110680000000001,,강원특별자치도 원주시 문막읍 왕건로 139,220801,26363,,1,,127.83095185975,37.331721295209
MA0101202303A0043473,하이오커피,원주단구점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130550,단구동,5113010700,단구동,5.11301070011511E+018,1,대지,1511,2,강원특별자치도 원주시 단구동 1511-2,511302219001,강원특별자치도 원주시 서원대로,396,,4213010700115110002035092,스타월드,강원특별자치도 원주시 서원대로 396,220944,26484,,,,127.94885527887,37.330749660896
MA0101202303A0090715,카페리조이스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130560,일산동,5113010800,일산동,5.11301080010187E+018,1,대지,187,15,강원특별자치도 원주시 일산동 187-15,511304457017,강원특별자치도 원주시 갈머리1길,21,,4213010800101870015011276,,강원특별자치도 원주시 갈머리1길 21,220957,26417,,,,127.94309584283,37.351409555162
MA0101202303A0094375,쥬씨강릉,교동점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150550,교1동,5115011000,교동,5.11501100011861E+018,1,대지,1861,3,강원특별자치도 강릉시 교동 1861-3,511503220005,강원특별자치도 강릉시 교동광장로,139,,4215011000118610003022819,,강원특별자치도 강릉시 교동광장로 139,210924,25513,,,,128.88026028505,37.76445261556
MA0101202303A0015928,정동진커피여행,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150340,강동면,5115034028,강동면,5.11503402810022E+018,1,대지,22,,강원특별자치도 강릉시 강동면 정동진리 22,511503220051,강원특별자치도 강릉시 강동면 헌화로,1011,1,4215034028100220000000001,,강원특별자치도 강릉시 강동면 헌화로 1011-1,210824,25631,,2,,129.03716275183,37.685805864151
MA0101202303A0025009,아시아마트,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150540,옥천동,5115010900,옥천동,5.11501090010068E+018,1,대지,68,4,강원특별자치도 강릉시 옥천동 68-4,511504460825,강원특별자치도 강릉시 은행나무길,5,,4215010900100680004017899,,강원특별자치도 강릉시 은행나무길 5,210933,25541,,,,128.89905980413,37.755426628573
MA0101202303A0042129,카페페이지,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51780,철원군,51780259,동송읍,5178025921,동송읍,5.17802592110668E+018,1,대지,668,14,강원특별자치도 철원군 동송읍 이평리 668-14,517803230029,강원특별자치도 철원군 동송읍 이평3로,154,5,4278025921106680014000001,,강원특별자치도 철원군 동송읍 이평3로 154-5,269816,24016,,,,127.22222885371,38.209255224195
MA0101202303A0119812,하이드아웃,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150520,중앙동,5115010500,임당동,5.11501050010059E+018,1,대지,59,1,강원특별자치도 강릉시 임당동 59-1,511504460108,강원특별자치도 강릉시 경강로2069번길,14,,4215010500100590001001163,,강원특별자치도 강릉시 경강로2069번길 14,210080,25533,,,,128.89303475468,37.754562403875
MA0101202303A0082156,해밍,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130675,반곡관설동,5113011700,반곡동,5.11301170011899E+018,1,대지,1899,7,강원특별자치도 원주시 반곡동 1899-7,511303219085,강원특별자치도 원주시 양지로,68,1,4213011700118990007000001,,강원특별자치도 원주시 양지로 68-1,220170,26462,,1,,127.98563247902,37.326803946483
MA0101202303A0088378,단임길,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51770,정선군,51770250,정선읍,5177025021,정선읍,5.17702502110346E+018,1,대지,346,4,강원특별자치도 정선군 정선읍 봉양리 346-4,517704487001,강원특별자치도 정선군 정선읍 5일장길,41,6,4277025021103460004009237,정선아리랑시장청아랑청년몰,강원특별자치도 정선군 정선읍 5일장길 41-6,233804,26130,,3,,128.66505276788,37.380984044079
MA0101202303A0077723,눈이부시게,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210580,조양동,5121010800,조양동,5.12101080011376E+018,1,대지,1376,20,강원특별자치도 속초시 조양동 1376-20,512104469209,강원특별자치도 속초시 조양로22번길,7,,4221010800113760027004035,,강원특별자치도 속초시 조양로22번길 7,217811,24892,,,,128.59908729575,38.187166125174
MA0101202303A0095975,커피스토리,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51770,정선군,51770370,여량면,5177037023,여량면,5.1770370231029E+018,1,대지,290,45,강원특별자치도 정선군 여량면 구절리 290-45,517703013007,강원특별자치도 정선군 여량면 노추산로,754,,4277037023102090045039761,,강원특별자치도 정선군 여량면 노추산로 754,233842,26104,,,,128.72796847779,37.516009433717
MA0101202303A0102838,에그앤밀크,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51720,홍천군,51720250,홍천읍,5172025029,홍천읍,5.17202502910471E+018,1,대지,471,9,강원특별자치도 홍천군 홍천읍 연봉리 471-9,517204475476,강원특별자치도 홍천군 홍천읍 연봉서로2길,16,,4272025029104710009009065,,강원특별자치도 홍천군 홍천읍 연봉서로2길 16,250930,25146,,1,,127.87708765807,37.681219861913
MA0101202303A0083664,하늘채힐스뷰,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51730,횡성군,51730330,둔내면,5173033022,둔내면,5.17303302210583E+018,1,대지,583,3,강원특별자치도 횡성군 둔내면 둔방내리 583-3,517304478188,강원특별자치도 횡성군 둔내면 둔방로4번길,42,,4273033022105830003000001,,강원특별자치도 횡성군 둔내면 둔방로4번길 42,225831,25265,,1,,128.2126445865,37.514925500618
MA0101202303A0089550,헝키도리커피바,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150550,교1동,5115011000,교동,5.11501100011793E+018,1,대지,1793,4,강원특별자치도 강릉시 교동 1793-4,511503220029,강원특별자치도 강릉시 원대로,193,,4215011000117930004000001,,강원특별자치도 강릉시 원대로 193,210924,25509,,1,,128.88124879846,37.771238923873
MA0101202303A0000322,무이무,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51780,철원군,51780256,갈말읍,5178025622,갈말읍,5.17802562210091E+018,1,대지,91,1,강원특별자치도 철원군 갈말읍 지포리 91-1,517804490114,강원특별자치도 철원군 갈말읍 명성로139번안길,3,,4278025622100910001033796,,강원특별자치도 철원군 갈말읍 명성로139번안길 3,269802,24037,,1,,127.30444863794,38.145036545648
MA0101202303A0027362,부성당,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150360,사천면,5115036025,사천면,5.11503602510007E+018,1,대지,7,,강원특별자치도 강릉시 사천면 사천진리 7,511504460926,강원특별자치도 강릉시 사천면 진리해변길,61,,4215036025000070000055542,,강원특별자치도 강릉시 사천면 진리해변길 61,210853,25435,,1,,128.87527651689,37.838445130127
MA0101202303A0006109,카페오디오씨,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210600,대포동,5121011200,설악동,5.12101120010481E+018,1,대지,481,4,강원특별자치도 속초시 설악동 481-4,512103013062,강원특별자치도 속초시 장재터로,76,,4221011200104810004000001,,강원특별자치도 속초시 장재터로 76,217100,24904,,,,128.55037287288,38.159131957247
MA0101202303A0034230,타프로스터스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110530,조운동,5111010800,조양동,5.11101080010006E+018,1,대지,6,290,강원특별자치도 춘천시 조양동 6-290,511104454091,강원특별자치도 춘천시 금강로83번길,27,,4211010800100100003022808,,강원특별자치도 춘천시 금강로83번길 27,200941,24351,,1,,127.73211477976,37.879704764323
MA0101202303A0090087,유원카페제니엘,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150250,주문진읍,5115025021,주문진읍,5.11502502110265E+018,1,대지,265,1,강원특별자치도 강릉시 주문진읍 주문리 265-1,511503220050,강원특별자치도 강릉시 주문진읍 해안로,1822,,4215025021102650001037515,좌판회센타,강원특별자치도 강릉시 주문진읍 해안로 1822,210806,25411,,,,128.83390455315,37.894391632735
